It,AveBestFitness,AvgConvergence,ConfidenceInterval,ExperimentName
0,101.3087819608945,2.6872944211705265,159.17503405176922,pmut_ind=0.0
1,89.0117491767237,2.423091426366415,137.76435994352346,pmut_ind=0.0
2,81.0503201216068,2.1652786038751177,120.82974549971134,pmut_ind=0.0
3,73.96031913778418,1.9406887181450079,106.6597888360525,pmut_ind=0.0
4,64.89711079603752,1.7110758261296,94.42503487578755,pmut_ind=0.0
5,57.61870433240247,1.5012178237579752,84.44545632928451,pmut_ind=0.0
6,50.71360017341108,1.3317590754104622,75.53691513823334,pmut_ind=0.0
7,47.57079183490222,1.1771502653507324,67.7423091714133,pmut_ind=0.0
8,43.03887756887898,1.0370423120257712,60.9078045422147,pmut_ind=0.0
9,40.157462353239445,0.885786638520195,54.54269928275151,pmut_ind=0.0
10,37.12644391803513,0.7433446636716253,49.314973116332446,pmut_ind=0.0
11,36.006710398056974,0.6214134037635176,45.164533950854306,pmut_ind=0.0
12,35.005999349279776,0.49174194752472655,41.79573747503578,pmut_ind=0.0
13,33.7238273321902,0.3715101947183704,39.204724396400884,pmut_ind=0.0
14,33.013570881704496,0.2932801742386354,37.125911237991005,pmut_ind=0.0
15,32.59105501300236,0.2285389355867844,35.54236021221607,pmut_ind=0.0
16,32.38851031874073,0.16277447041530657,34.368687637627744,pmut_ind=0.0
17,32.2296790410069,0.11040285442170755,33.568613696762625,pmut_ind=0.0
18,32.2296790410069,0.06842857570381058,33.003411917480804,pmut_ind=0.0
19,32.15134464275641,0.04803100291416499,32.59898595334857,pmut_ind=0.0
20,32.15134464275641,0.02819584910763564,32.35315704605956,pmut_ind=0.0
21,32.057911645344156,0.014868851691000544,32.23250139513723,pmut_ind=0.0
22,32.057911645344156,0.009695383649394736,32.1853472749333,pmut_ind=0.0
23,32.057911645344156,0.008410156023812461,32.152251721680365,pmut_ind=0.0
24,32.057911645344156,0.0033312000341475063,32.12847865991158,pmut_ind=0.0
25,32.057911645344156,0.001651694660399419,32.095284844309056,pmut_ind=0.0
26,32.057911645344156,0.0008006886935820368,32.06351762518889,pmut_ind=0.0
27,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
28,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
29,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
30,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
31,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
32,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
33,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
34,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
35,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
36,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
37,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
38,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
39,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
40,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
41,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
42,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
43,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
44,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
45,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
46,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
47,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
48,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
49,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
50,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
51,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
52,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
53,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
54,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
55,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
56,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
57,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
58,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
59,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
60,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
61,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
62,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
63,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
64,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
65,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
66,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
67,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
68,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
69,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
70,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
71,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
72,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
73,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
74,32.057911645344156,0.0,32.05791164534415,pmut_ind=0.0
