It,AveBestFitness,AvgConvergence,ConfidenceInterval,ExperimentName
57,7.60150226246419,0.06611573412432808,9.860859548831016,pmut_ind=0.3|pmut_gene0.05
58,7.489291771759634,0.06067542433109637,9.46123045628094,pmut_ind=0.3|pmut_gene0.05
59,7.382714904478979,0.06275654048184381,9.553859984829428,pmut_ind=0.3|pmut_gene0.05
60,7.102886504635891,0.058173499530450444,9.49610473403101,pmut_ind=0.3|pmut_gene0.05
61,7.074870095930121,0.05735761153374291,9.429484139707444,pmut_ind=0.3|pmut_gene0.05
62,7.004520020350528,0.06000285780249152,9.221496178566714,pmut_ind=0.3|pmut_gene0.05
63,6.850500034268322,0.05436475918539125,8.846679658009243,pmut_ind=0.3|pmut_gene0.05
64,6.7744310855241485,0.05869303256333728,8.821997457351769,pmut_ind=0.3|pmut_gene0.05
65,6.663432229384739,0.05662605294345249,8.521413009187153,pmut_ind=0.3|pmut_gene0.05
66,6.618461777387174,0.05624183876610931,8.48586858496677,pmut_ind=0.3|pmut_gene0.05
67,6.547754740600423,0.057143421168036376,8.359059658234235,pmut_ind=0.3|pmut_gene0.05
68,6.43791699337562,0.059228930370407155,8.439929251597306,pmut_ind=0.3|pmut_gene0.05
69,6.219113162133842,0.062209105159285266,8.133013032406877,pmut_ind=0.3|pmut_gene0.05
70,6.142054571790072,0.06078845590541401,8.175505437128708,pmut_ind=0.3|pmut_gene0.05
71,6.103644000370529,0.062480157087839716,8.063280276017778,pmut_ind=0.3|pmut_gene0.05
72,6.010645048729401,0.05902126644009644,7.927885449142231,pmut_ind=0.3|pmut_gene0.05
73,5.955824466133857,0.05745683411182141,7.818332505435744,pmut_ind=0.3|pmut_gene0.05
74,5.885462961360018,0.05907685893299883,7.645962529620245,pmut_ind=0.3|pmut_gene0.05
75,5.765970140203368,0.0573504665477539,7.677659916071592,pmut_ind=0.3|pmut_gene0.05
76,5.776568714258347,0.05409343232275463,7.458899491442014,pmut_ind=0.3|pmut_gene0.05
77,5.671253407855319,0.0525811491383771,7.36737700655351,pmut_ind=0.3|pmut_gene0.05
78,5.497328161833972,0.05292085652353024,7.3290899248231955,pmut_ind=0.3|pmut_gene0.05
79,5.353182233951697,0.0552046243948108,7.350087661497818,pmut_ind=0.3|pmut_gene0.05
80,5.280106630026451,0.06065611443273752,7.252738438792292,pmut_ind=0.3|pmut_gene0.05
81,5.117816724718102,0.06229878489523883,7.27287451428709,pmut_ind=0.3|pmut_gene0.05
82,4.930747207430083,0.06315346673247416,7.134585916543522,pmut_ind=0.3|pmut_gene0.05
83,4.915927269600462,0.06410850679783514,6.97689862734411,pmut_ind=0.3|pmut_gene0.05
84,4.826133948264364,0.06026627589903436,6.919654218953862,pmut_ind=0.3|pmut_gene0.05
85,4.803539932187383,0.05577635774901968,6.604820482323234,pmut_ind=0.3|pmut_gene0.05
86,4.7907105963629135,0.05681260456894676,6.549071226800208,pmut_ind=0.3|pmut_gene0.05
87,4.732383042513141,0.05993330766021512,6.558571742880169,pmut_ind=0.3|pmut_gene0.05
88,4.621218465153254,0.05388814530319721,6.371537789081693,pmut_ind=0.3|pmut_gene0.05
89,4.583578391629985,0.051202648746916456,6.431642441962941,pmut_ind=0.3|pmut_gene0.05
90,4.547378395128907,0.05443871931094221,6.2253244511652435,pmut_ind=0.3|pmut_gene0.05
91,4.522481902891608,0.05449373789735845,6.376815939114648,pmut_ind=0.3|pmut_gene0.05
92,4.439757511646539,0.05523722992472537,6.279846315514158,pmut_ind=0.3|pmut_gene0.05
93,4.40363057386594,0.052499533609048785,6.140722815964149,pmut_ind=0.3|pmut_gene0.05
94,4.312015678879275,0.04877450216388757,6.007355791357477,pmut_ind=0.3|pmut_gene0.05
95,4.258515041614073,0.05293989236368784,5.992185935097825,pmut_ind=0.3|pmut_gene0.05
96,4.246445804374324,0.04454209928309132,5.693111141176914,pmut_ind=0.3|pmut_gene0.05
97,4.139786405335648,0.05301613370360299,5.946608966921057,pmut_ind=0.3|pmut_gene0.05
98,4.101774626482309,0.05508821950714284,5.761083426808048,pmut_ind=0.3|pmut_gene0.05
99,4.007734105397664,0.058428405668061074,5.890299407513123,pmut_ind=0.3|pmut_gene0.05
0,98.18401925549436,2.6775988455293875,158.99124041106967,pmut_ind=0.3|pmut_gene0.1
1,87.07460475225027,2.4345707564258015,138.32363622728047,pmut_ind=0.3|pmut_gene0.1
2,76.97475121122014,2.2067310757109846,121.49300540690791,pmut_ind=0.3|pmut_gene0.1
3,68.4151179474409,1.9798477108109533,107.25477546896569,pmut_ind=0.3|pmut_gene0.1
4,60.65935430884052,1.7727099402518962,95.28043862735701,pmut_ind=0.3|pmut_gene0.1
5,53.225911746312995,1.5579947650016222,84.61310925357067,pmut_ind=0.3|pmut_gene0.1
6,46.693024927617564,1.3805402377962737,75.37439281326022,pmut_ind=0.3|pmut_gene0.1
7,42.43125232752426,1.2328872035848808,67.45796845845408,pmut_ind=0.3|pmut_gene0.1
8,38.72371499910899,1.0866215584893206,60.083493446326614,pmut_ind=0.3|pmut_gene0.1
9,34.74730455834082,0.9565866506624082,53.89214815379599,pmut_ind=0.3|pmut_gene0.1
10,31.573696926294904,0.8385507866721282,48.54084293338718,pmut_ind=0.3|pmut_gene0.1
11,28.671112269195326,0.7228653130462316,43.76486418425811,pmut_ind=0.3|pmut_gene0.1
12,26.92684781672514,0.6220550894421597,39.80813750922922,pmut_ind=0.3|pmut_gene0.1
13,25.410305556821637,0.536022683284162,36.993804201433264,pmut_ind=0.3|pmut_gene0.1
14,23.93631419362777,0.4482820996005034,34.01445445744726,pmut_ind=0.3|pmut_gene0.1
15,22.482258810393166,0.38753694190180343,31.653300059713636,pmut_ind=0.3|pmut_gene0.1
16,21.90667047903979,0.33570891644553263,30.030847380001767,pmut_ind=0.3|pmut_gene0.1
17,20.456636101306945,0.3015406544431703,28.163510538052023,pmut_ind=0.3|pmut_gene0.1
18,19.985040416192703,0.2799114398991388,26.905496326933225,pmut_ind=0.3|pmut_gene0.1
19,19.210942107987254,0.25661221015471913,25.806818764075402,pmut_ind=0.3|pmut_gene0.1
20,17.839071301919603,0.23210759139885004,24.73659993702792,pmut_ind=0.3|pmut_gene0.1
21,16.980327588927782,0.21189595190349725,23.675914809471827,pmut_ind=0.3|pmut_gene0.1
22,16.265669494746625,0.2002685898893128,22.762529869477955,pmut_ind=0.3|pmut_gene0.1
23,15.679983429211358,0.1917935059243334,22.064250839695212,pmut_ind=0.3|pmut_gene0.1
24,14.873741078343425,0.18154178000548002,20.842926229540776,pmut_ind=0.3|pmut_gene0.1
25,14.566418491135058,0.17100828810761778,19.8007403457,pmut_ind=0.3|pmut_gene0.1
26,13.88117236420715,0.16300207050664411,19.205857809395344,pmut_ind=0.3|pmut_gene0.1
27,13.5300339163046,0.15690235019318266,18.72959382909837,pmut_ind=0.3|pmut_gene0.1
28,13.02405398162553,0.1485208420224812,18.185805298567438,pmut_ind=0.3|pmut_gene0.1
29,12.75572220208656,0.1452578254745355,17.83414982759874,pmut_ind=0.3|pmut_gene0.1
30,12.358182891049687,0.1378267818727918,17.210602591590526,pmut_ind=0.3|pmut_gene0.1
31,12.02380238667009,0.1301153844558061,16.533279631337507,pmut_ind=0.3|pmut_gene0.1
32,11.72344315730565,0.12987442354029866,16.30225365679479,pmut_ind=0.3|pmut_gene0.1
33,11.407045406135685,0.12681807677602083,15.734493438111121,pmut_ind=0.3|pmut_gene0.1
34,11.162492884236501,0.12205680751249644,15.523665304806805,pmut_ind=0.3|pmut_gene0.1
35,10.866217062700379,0.11791688607861091,15.104109512110604,pmut_ind=0.3|pmut_gene0.1
36,10.558248706549154,0.11140856688015856,14.823712362045553,pmut_ind=0.3|pmut_gene0.1
37,10.187764983897221,0.10654460654501792,14.603240822482578,pmut_ind=0.3|pmut_gene0.1
38,10.012829557433196,0.09865339173175953,14.169139307999988,pmut_ind=0.3|pmut_gene0.1
39,9.872762858689983,0.10564002303426322,13.823600576912968,pmut_ind=0.3|pmut_gene0.1
40,9.616612847014942,0.11062717294024307,13.987539878602613,pmut_ind=0.3|pmut_gene0.1
41,9.33559618627268,0.10388889517808915,13.38357320860586,pmut_ind=0.3|pmut_gene0.1
42,8.924835637410862,0.10708506733159441,13.257079328190839,pmut_ind=0.3|pmut_gene0.1
43,8.71488085656227,0.10896206990993566,13.149317675209156,pmut_ind=0.3|pmut_gene0.1
44,8.50485347747685,0.10732653870804412,12.75542271547124,pmut_ind=0.3|pmut_gene0.1
45,8.337131755685936,0.10469476177756484,12.304839558519998,pmut_ind=0.3|pmut_gene0.1
46,8.056902194062872,0.10980045712990587,12.391220659150882,pmut_ind=0.3|pmut_gene0.1
47,7.826187511859954,0.110079927126701,12.070549739422924,pmut_ind=0.3|pmut_gene0.1
48,7.601677100366813,0.10584252214130642,11.81107709612467,pmut_ind=0.3|pmut_gene0.1
49,7.403184852337847,0.100651418466323,11.389908782555255,pmut_ind=0.3|pmut_gene0.1
50,7.2665015718405055,0.10468685558861905,11.236696371302711,pmut_ind=0.3|pmut_gene0.1
51,7.118521252380427,0.10454560950205065,11.083740250611246,pmut_ind=0.3|pmut_gene0.1
52,7.007395108600343,0.10652743747143874,10.985222453881324,pmut_ind=0.3|pmut_gene0.1
53,6.74540788759096,0.10325244776869473,10.640297533621645,pmut_ind=0.3|pmut_gene0.1
54,6.659738040327725,0.10130562724024599,10.46413594884344,pmut_ind=0.3|pmut_gene0.1
55,6.519813682751798,0.10074857285086788,10.146436731757591,pmut_ind=0.3|pmut_gene0.1
56,6.4335496851167475,0.10051777041172182,10.065115273959181,pmut_ind=0.3|pmut_gene0.1
57,6.239407959643711,0.09087618612812408,9.83571227083216,pmut_ind=0.3|pmut_gene0.1
58,6.223094549325202,0.08612684688490992,9.583346839496933,pmut_ind=0.3|pmut_gene0.1
59,5.938209606228158,0.08405470087903509,9.411057477115024,pmut_ind=0.3|pmut_gene0.1
60,5.838367940366257,0.08326798249663232,9.494236175489268,pmut_ind=0.3|pmut_gene0.1
61,5.807482458882918,0.09151766197062643,9.534119401197882,pmut_ind=0.3|pmut_gene0.1
62,5.722854857059032,0.09091135183224607,9.06524905560757,pmut_ind=0.3|pmut_gene0.1
63,5.5381398757870395,0.08961627850637853,8.862245981561127,pmut_ind=0.3|pmut_gene0.1
64,5.279841006375764,0.08885725780600208,9.06309636779244,pmut_ind=0.3|pmut_gene0.1
65,5.271004505475654,0.09016012454592522,8.96698729304178,pmut_ind=0.3|pmut_gene0.1
66,5.242041993174691,0.08612208807762047,8.669055514263608,pmut_ind=0.3|pmut_gene0.1
67,5.0862270969076935,0.09347308816140165,8.814122144084122,pmut_ind=0.3|pmut_gene0.1
68,5.015275775760887,0.09178336531998482,8.891260145061585,pmut_ind=0.3|pmut_gene0.1
69,4.907566070234187,0.09059349634298054,8.443057845084097,pmut_ind=0.3|pmut_gene0.1
70,4.881583396376256,0.08920432538015989,8.170620762740821,pmut_ind=0.3|pmut_gene0.1
71,4.871690297953711,0.08752142088890504,8.23078912108053,pmut_ind=0.3|pmut_gene0.1
72,4.755379663751654,0.08521868506382795,7.976158143895317,pmut_ind=0.3|pmut_gene0.1
73,4.668869387034709,0.09018166376061008,8.224141390340332,pmut_ind=0.3|pmut_gene0.1
74,4.541059084745098,0.08619343954384152,7.9021096280195,pmut_ind=0.3|pmut_gene0.1
75,4.347996437621848,0.09145001037338883,8.241295000810963,pmut_ind=0.3|pmut_gene0.1
76,4.3745386431871705,0.08683849010298385,7.8530827121795985,pmut_ind=0.3|pmut_gene0.1
77,4.3065454198896935,0.08760412292209242,7.781139147088327,pmut_ind=0.3|pmut_gene0.1
78,4.2579643663533515,0.09023127848504821,7.7070101479854305,pmut_ind=0.3|pmut_gene0.1
79,4.2810481028493275,0.09002768525069649,7.561476591352388,pmut_ind=0.3|pmut_gene0.1
80,4.1147855410556335,0.08747654506249901,7.5349392219913724,pmut_ind=0.3|pmut_gene0.1
81,4.067908993607423,0.07917391416922669,7.251744929232344,pmut_ind=0.3|pmut_gene0.1
82,4.0200660794512295,0.08468440582725446,7.536775562357453,pmut_ind=0.3|pmut_gene0.1
83,3.935694518110032,0.0800606836344285,7.167594262798047,pmut_ind=0.3|pmut_gene0.1
84,3.906770449081928,0.08864329205032048,7.629052806374115,pmut_ind=0.3|pmut_gene0.1
85,3.849817939305407,0.08463116878897982,7.210094706899799,pmut_ind=0.3|pmut_gene0.1
86,3.8208090346683297,0.08614144166889971,7.2056533935347336,pmut_ind=0.3|pmut_gene0.1
87,3.7172911894056155,0.08950189376006608,7.2189570354005985,pmut_ind=0.3|pmut_gene0.1
88,3.6714433252769365,0.08646697447803789,7.217655559061122,pmut_ind=0.3|pmut_gene0.1
89,3.659590809055658,0.08746955546274729,7.132669059902501,pmut_ind=0.3|pmut_gene0.1
90,3.5985163121188624,0.08975279802039635,6.84456129654892,pmut_ind=0.3|pmut_gene0.1
91,3.5694476096219327,0.08144701890405286,6.598762851509571,pmut_ind=0.3|pmut_gene0.1
92,3.5021784825792,0.08103171004050297,6.63468627191877,pmut_ind=0.3|pmut_gene0.1
93,3.4794017664185444,0.08314940272424742,6.731206089162442,pmut_ind=0.3|pmut_gene0.1
94,3.372458789851301,0.0801484701335554,6.577661107941263,pmut_ind=0.3|pmut_gene0.1
95,3.2834519004851512,0.08599015474607437,6.643315132980106,pmut_ind=0.3|pmut_gene0.1
96,3.2796096184306767,0.08447498080102407,6.553886567182623,pmut_ind=0.3|pmut_gene0.1
97,3.2147278792439256,0.08807489381175332,6.802309983521965,pmut_ind=0.3|pmut_gene0.1
98,3.1401174575801556,0.0852777926510535,6.370830204250234,pmut_ind=0.3|pmut_gene0.1
99,3.123742195801125,0.08765742240033098,6.754310239664536,pmut_ind=0.3|pmut_gene0.1
0,99.36546470478976,2.651387144087398,159.32085801535206,pmut_ind=0.3|pmut_gene0.25
1,89.3219236688552,2.3934445606853973,139.55351236470432,pmut_ind=0.3|pmut_gene0.25
2,76.41171924877426,2.1416594957441624,123.41305121044694,pmut_ind=0.3|pmut_gene0.25
3,65.49691016181836,1.9038215552391238,110.11795370454352,pmut_ind=0.3|pmut_gene0.25
4,57.7340863259703,1.690532449408108,98.72947721708279,pmut_ind=0.3|pmut_gene0.25
5,51.170684451529496,1.5157723666423197,89.16694374674753,pmut_ind=0.3|pmut_gene0.25
6,44.75680113681104,1.3582489034184329,79.60997417293783,pmut_ind=0.3|pmut_gene0.25
7,38.943572772500374,1.2242238054904615,70.47703005259415,pmut_ind=0.3|pmut_gene0.25
8,35.60446429045626,1.0996685186893835,63.71271287337459,pmut_ind=0.3|pmut_gene0.25
9,32.82427576422336,0.992114408890721,57.13727344908023,pmut_ind=0.3|pmut_gene0.25
10,30.557099597485504,0.8882856004616254,51.83453961334185,pmut_ind=0.3|pmut_gene0.25
11,27.256699180074772,0.7913620309155226,47.0749078576191,pmut_ind=0.3|pmut_gene0.25
12,25.80594786512772,0.7104842643714594,43.05250938718512,pmut_ind=0.3|pmut_gene0.25
13,24.007113631469142,0.6424768728081165,40.71220335727938,pmut_ind=0.3|pmut_gene0.25
14,22.656103687071575,0.5888899743756028,37.91807456982404,pmut_ind=0.3|pmut_gene0.25
15,21.450276960494943,0.5416382324870987,36.33348256176333,pmut_ind=0.3|pmut_gene0.25
16,19.873244647763972,0.49546777504742845,33.81844428555068,pmut_ind=0.3|pmut_gene0.25
17,18.95534874386504,0.44640008135358616,32.360808916098,pmut_ind=0.3|pmut_gene0.25
18,18.12128520351811,0.4069843740549319,30.631504697321006,pmut_ind=0.3|pmut_gene0.25
19,17.461104084787568,0.36806324636739624,28.843475295934827,pmut_ind=0.3|pmut_gene0.25
20,16.724358370100212,0.34723734555643887,28.042918926315533,pmut_ind=0.3|pmut_gene0.25
21,16.114908882882172,0.32976810398175727,27.139945597305992,pmut_ind=0.3|pmut_gene0.25
22,15.50786236828731,0.3027399501322503,26.37098286049956,pmut_ind=0.3|pmut_gene0.25
23,14.977647903261438,0.2861354522499501,25.412001886445946,pmut_ind=0.3|pmut_gene0.25
24,14.407826224338258,0.2655363035248234,24.877594339030466,pmut_ind=0.3|pmut_gene0.25
25,13.938882278560607,0.24826789395802837,23.975812313698327,pmut_ind=0.3|pmut_gene0.25
26,13.595286229576404,0.2338935984607646,23.51557397236048,pmut_ind=0.3|pmut_gene0.25
27,13.268752117943496,0.22057289997988982,23.144995366459685,pmut_ind=0.3|pmut_gene0.25
28,12.707146608652835,0.21042395140569278,22.609417791964585,pmut_ind=0.3|pmut_gene0.25
29,12.475347461721588,0.19844107571378256,21.78365682052909,pmut_ind=0.3|pmut_gene0.25
30,11.950197481768662,0.18837340429998975,20.96951515494574,pmut_ind=0.3|pmut_gene0.25
31,11.4892248768893,0.19094726809223078,21.29336394746995,pmut_ind=0.3|pmut_gene0.25
32,11.144529890775015,0.18838745173228658,20.99439819912434,pmut_ind=0.3|pmut_gene0.25
33,10.864534830767798,0.17739575281157452,19.967532942583684,pmut_ind=0.3|pmut_gene0.25
34,10.720301681180565,0.17213243359230962,19.693365515103622,pmut_ind=0.3|pmut_gene0.25
35,10.465990372937688,0.17271483551483463,19.64296167207236,pmut_ind=0.3|pmut_gene0.25
36,10.146692425715708,0.1695554470366597,19.239631706182443,pmut_ind=0.3|pmut_gene0.25
37,9.979597533623625,0.1638818621010874,18.53163559592743,pmut_ind=0.3|pmut_gene0.25
38,9.690279773102642,0.16077978836024526,18.81274615212359,pmut_ind=0.3|pmut_gene0.25
39,9.448467783219762,0.15738844179718456,18.16023650934101,pmut_ind=0.3|pmut_gene0.25
40,9.32569831861351,0.15527416408156397,18.055804845514285,pmut_ind=0.3|pmut_gene0.25
41,9.165946591511288,0.15456206024074695,17.94288215272601,pmut_ind=0.3|pmut_gene0.25
42,8.930318139851538,0.15495130253482484,17.750748255421307,pmut_ind=0.3|pmut_gene0.25
43,8.745908630780509,0.15358899371372997,17.247665366169297,pmut_ind=0.3|pmut_gene0.25
44,8.506299747747539,0.1541747282313874,17.266013799772594,pmut_ind=0.3|pmut_gene0.25
45,8.371923637987027,0.14807691728426015,16.932133128008655,pmut_ind=0.3|pmut_gene0.25
46,8.235010312293703,0.1492257939912901,17.009907737821223,pmut_ind=0.3|pmut_gene0.25
47,8.108834722150497,0.15435555095072884,17.047290239425823,pmut_ind=0.3|pmut_gene0.25
48,7.947885307445975,0.15246125978075462,16.498454245736337,pmut_ind=0.3|pmut_gene0.25
49,7.910550911880799,0.1529672441817029,16.514168077595766,pmut_ind=0.3|pmut_gene0.25
50,7.687506617763562,0.15154703210493406,16.331315622502306,pmut_ind=0.3|pmut_gene0.25
51,7.630450931977916,0.14819984455347604,15.843601278037273,pmut_ind=0.3|pmut_gene0.25
52,7.551937895528301,0.14484286713114924,15.179062286876311,pmut_ind=0.3|pmut_gene0.25
53,7.2714687144343175,0.14867814400266735,15.594818272343943,pmut_ind=0.3|pmut_gene0.25
54,7.226012131685772,0.1551976033115265,16.27044488760301,pmut_ind=0.3|pmut_gene0.25
55,7.112020143179012,0.15034330138177454,15.599278335074864,pmut_ind=0.3|pmut_gene0.25
56,7.045848945769523,0.15406538823424362,15.814660871718793,pmut_ind=0.3|pmut_gene0.25
57,6.927780864648134,0.15313224520076546,15.631870718857623,pmut_ind=0.3|pmut_gene0.25
58,6.810475564914472,0.15179088133429885,15.299579822111493,pmut_ind=0.3|pmut_gene0.25
59,6.700503915926136,0.14797752587999644,14.932228600950417,pmut_ind=0.3|pmut_gene0.25
60,6.632671055588916,0.14707924098777067,14.851056980988183,pmut_ind=0.3|pmut_gene0.25
61,6.414833660439173,0.150841677930803,14.858168088264451,pmut_ind=0.3|pmut_gene0.25
62,6.446091627539279,0.15799299630668964,15.275021377604663,pmut_ind=0.3|pmut_gene0.25
63,6.400519952953941,0.15047293512779986,14.552674012717105,pmut_ind=0.3|pmut_gene0.25
64,6.30565854609397,0.15293304000769864,14.459910952212583,pmut_ind=0.3|pmut_gene0.25
65,6.253713994549099,0.14746671459632293,14.75173252282141,pmut_ind=0.3|pmut_gene0.25
66,6.177968634560932,0.14795185255466325,14.315851115835915,pmut_ind=0.3|pmut_gene0.25
67,6.179064955924192,0.14608596615382102,15.055430524597828,pmut_ind=0.3|pmut_gene0.25
68,6.038013573703434,0.14622059164036305,14.418721113388617,pmut_ind=0.3|pmut_gene0.25
69,5.932888162457562,0.14469337956774225,14.097368204675568,pmut_ind=0.3|pmut_gene0.25
70,5.851163110007852,0.14568040114774256,14.595679105288353,pmut_ind=0.3|pmut_gene0.25
71,5.768567756256927,0.14522117830581438,13.955466319142882,pmut_ind=0.3|pmut_gene0.25
72,5.70505811993544,0.15213900222064478,14.607267348200928,pmut_ind=0.3|pmut_gene0.25
73,5.648399032468709,0.15043744378921362,14.055017418341064,pmut_ind=0.3|pmut_gene0.25
74,5.431373589666047,0.1485310832215016,13.654961253807068,pmut_ind=0.3|pmut_gene0.25
75,5.3787887410515145,0.15198112078363038,13.67502874614345,pmut_ind=0.3|pmut_gene0.25
76,5.348000625764744,0.1487389061928,13.171381271214043,pmut_ind=0.3|pmut_gene0.25
77,5.2739648624018916,0.14587733147356843,13.124649727709922,pmut_ind=0.3|pmut_gene0.25
78,5.17060839923879,0.15030255270530826,13.58024396228584,pmut_ind=0.3|pmut_gene0.25
79,5.04293705776239,0.15031081598341162,13.450134027222834,pmut_ind=0.3|pmut_gene0.25
80,4.987344233732012,0.14230292626334862,13.103876608964638,pmut_ind=0.3|pmut_gene0.25
81,4.904383962353266,0.14486571361384068,13.294771730248138,pmut_ind=0.3|pmut_gene0.25
82,4.874297173679582,0.14433945598714976,12.9247500825229,pmut_ind=0.3|pmut_gene0.25
83,4.793807593319127,0.13715832406002962,12.373134291056358,pmut_ind=0.3|pmut_gene0.25
84,4.6991116104547945,0.14800176187555072,13.48982665667848,pmut_ind=0.3|pmut_gene0.25
85,4.678592776485917,0.1396092684173303,13.084464609301174,pmut_ind=0.3|pmut_gene0.25
86,4.554394575260941,0.13428700120603826,12.510305645822973,pmut_ind=0.3|pmut_gene0.25
87,4.53023652195256,0.1420327352220983,12.93711973088255,pmut_ind=0.3|pmut_gene0.25
88,4.429007380814172,0.14320131822413523,12.962269553865763,pmut_ind=0.3|pmut_gene0.25
