It,AveBestFitness,AvgConvergence,ExperimentName
17,25.87011540082318,0.7447104293218588,pcross=0.2
18,25.87011540082318,0.6812156720282107,pcross=0.2
19,24.062601423166768,0.6669870249793828,pcross=0.2
20,24.062601423166768,0.6297826019381434,pcross=0.2
21,22.425206065022437,0.5683033458234387,pcross=0.2
22,21.3253361645596,0.45792005823101545,pcross=0.2
23,21.3253361645596,0.373380421316963,pcross=0.2
24,19.21529970020569,0.30272177192467975,pcross=0.2
25,19.21529970020569,0.41400960499455297,pcross=0.2
26,19.21529970020569,0.41435081395803347,pcross=0.2
27,15.960711197880912,0.32264672132132355,pcross=0.2
28,13.850674733526986,0.20816431231894877,pcross=0.2
29,13.850674733526986,0.11205407085528944,pcross=0.2
30,13.850674733526986,0.07232043046702227,pcross=0.2
31,13.036576693542699,0.07069245327582757,pcross=0.2
32,13.036576693542699,0.12119538520032297,pcross=0.2
33,11.79950418444956,0.11831795569363078,pcross=0.2
34,11.79950418444956,0.08802705582129453,pcross=0.2
35,11.79950418444956,0.05270162504514366,pcross=0.2
36,11.79950418444956,0.03108023619166891,pcross=0.2
37,11.79950418444956,0.06138752397798194,pcross=0.2
38,11.6121411580433,0.03342982564385559,pcross=0.2
39,10.853467004674997,0.04199086442948956,pcross=0.2
40,10.832322128684424,0.062168561826779774,pcross=0.2
41,10.832322128684424,0.033934530774236665,pcross=0.2
42,10.149485680676392,0.04239635568549887,pcross=0.2
43,10.073647975316106,0.049788969242129416,pcross=0.2
44,9.419179020863368,0.0693511222658925,pcross=0.2
45,9.361126566273327,0.04995707979089202,pcross=0.2
46,9.361126566273327,0.06910777987440189,pcross=0.2
47,9.361126566273327,0.049015105216308974,pcross=0.2
48,9.25714712272746,0.06217751918919424,pcross=0.2
49,9.25714712272746,0.07118324404804688,pcross=0.2
50,9.25714712272746,0.051865535139141175,pcross=0.2
51,9.25714712272746,0.0432970985336196,pcross=0.2
52,8.486840036830287,0.06413770967074703,pcross=0.2
53,8.486840036830287,0.04615135889021111,pcross=0.2
54,8.486840036830287,0.04542634002568312,pcross=0.2
55,8.486840036830287,0.06489883688820694,pcross=0.2
56,6.45168095678568,0.060310471121181826,pcross=0.2
57,6.45168095678568,0.08012075751972746,pcross=0.2
58,6.45168095678568,0.05526831760045517,pcross=0.2
59,6.45168095678568,0.052495574050163,pcross=0.2
60,6.45168095678568,0.04707070039274495,pcross=0.2
61,5.6568724515935,0.03809849782533798,pcross=0.2
62,5.6568724515935,0.06620138039008347,pcross=0.2
63,5.6568724515935,0.039066025934129577,pcross=0.2
64,5.6568724515935,0.046583356244263054,pcross=0.2
65,5.579439683002477,0.03449360175351994,pcross=0.2
66,5.579439683002477,0.03987000198011521,pcross=0.2
67,5.579439683002477,0.0478780332589541,pcross=0.2
68,5.579439683002477,0.05772753149313757,pcross=0.2
69,5.579439683002477,0.09325671363358776,pcross=0.2
70,5.579439683002477,0.07316716250788374,pcross=0.2
71,5.359804787776497,0.05023022913618336,pcross=0.2
72,5.359804787776497,0.037025259319055204,pcross=0.2
73,5.282372019185459,0.05378000988367146,pcross=0.2
74,4.3543176087540445,0.039044885633378594,pcross=0.2
75,4.276884840163007,0.07781404096059101,pcross=0.2
76,4.156972093318103,0.05404482602568375,pcross=0.2
77,4.156972093318103,0.07233250509626869,pcross=0.2
78,3.8148647976649244,0.07340608359556769,pcross=0.2
79,3.8148647976649244,0.08590474916766194,pcross=0.2
80,3.8148647976649244,0.07702242906338272,pcross=0.2
81,3.6056844172724425,0.07873347090768312,pcross=0.2
82,3.6056844172724425,0.03440575186123139,pcross=0.2
83,3.6056844172724425,0.04403317489604012,pcross=0.2
84,3.6056844172724425,0.026023169579359077,pcross=0.2
85,3.6056844172724425,0.07380095451897652,pcross=0.2
86,3.6056844172724425,0.06590649221620959,pcross=0.2
87,3.6056844172724425,0.0494223152309283,pcross=0.2
88,3.5216336275198614,0.0555393887659914,pcross=0.2
89,3.5216336275198614,0.0524327496396676,pcross=0.2
90,3.5216336275198614,0.021467950221822137,pcross=0.2
91,3.5216336275198614,0.04091644564697639,pcross=0.2
92,3.5216336275198614,0.04600606547073144,pcross=0.2
93,3.5216336275198614,0.03974347090781243,pcross=0.2
94,3.5216336275198614,0.03611984482675131,pcross=0.2
95,3.5216336275198614,0.0540627139927883,pcross=0.2
96,3.5216336275198614,0.05516705904922995,pcross=0.2
97,3.5216336275198614,0.03838707926320766,pcross=0.2
98,3.5216336275198614,0.0276199230948341,pcross=0.2
99,3.466012673736614,0.0528932126076709,pcross=0.2
0,105.82919837185965,2.5951815807510084,pcross=0.3
1,101.09644576076516,2.3593474398077996,pcross=0.3
2,88.56851141321555,2.2076357673228757,pcross=0.3
3,87.10996059523225,1.874343127621631,pcross=0.3
4,56.35098802780248,1.7339803376477227,pcross=0.3
5,56.35098802780248,1.5966580987781964,pcross=0.3
6,56.35098802780248,1.3365333174458587,pcross=0.3
7,45.358732215179685,1.2775216131418061,pcross=0.3
8,40.069804890778016,1.1520855639983758,pcross=0.3
9,40.069804890778016,0.9029899739117739,pcross=0.3
10,37.68224983846976,0.74494007158822,pcross=0.3
11,37.68224983846976,0.7241623641075045,pcross=0.3
12,25.282196480632464,0.734920887515735,pcross=0.3
13,25.282196480632464,0.5006186575719779,pcross=0.3
14,22.894641428324206,0.5918663962818298,pcross=0.3
15,17.5559376393703,0.660176852774895,pcross=0.3
16,17.5559376393703,0.5657916905996543,pcross=0.3
17,17.5559376393703,0.29551249034016386,pcross=0.3
18,17.5559376393703,0.09237268705562149,pcross=0.3
19,16.85722304888388,0.10380522735375841,pcross=0.3
20,16.85722304888388,0.06637099208527938,pcross=0.3
21,16.85722304888388,0.03469881894039127,pcross=0.3
22,16.722610039312116,0.029287684250765993,pcross=0.3
23,16.722610039312116,0.048099595537735365,pcross=0.3
24,16.722610039312116,0.03665566473457781,pcross=0.3
25,16.440724167759583,0.06629261360444506,pcross=0.3
26,16.440724167759583,0.05814918099221594,pcross=0.3
27,16.440724167759583,0.03453061395895171,pcross=0.3
28,16.26448216297625,0.04885697358869176,pcross=0.3
29,16.26448216297625,0.046848044918509746,pcross=0.3
30,14.218721333466831,0.0505447557205825,pcross=0.3
31,14.218721333466831,0.04243167875862308,pcross=0.3
32,14.084108323895066,0.06836322442309614,pcross=0.3
33,13.544790835509644,0.10644077563240514,pcross=0.3
34,13.544790835509644,0.10289403603081224,pcross=0.3
35,13.544790835509644,0.10623596522740879,pcross=0.3
36,12.718978213423412,0.07529627047022848,pcross=0.3
37,11.559065180424284,0.06349646029456846,pcross=0.3
38,11.559065180424284,0.049370991995486134,pcross=0.3
39,10.947688088494928,0.07521917509845527,pcross=0.3
40,10.193935069952644,0.09056776215989319,pcross=0.3
41,10.193935069952644,0.08957334815866011,pcross=0.3
42,10.193935069952644,0.0819661241251787,pcross=0.3
43,8.407212389266306,0.0984741761517608,pcross=0.3
44,8.407212389266306,0.08951413045330886,pcross=0.3
45,8.267411560308204,0.06853594171073057,pcross=0.3
46,8.267411560308204,0.04527215840218165,pcross=0.3
47,8.267411560308204,0.033237554693812364,pcross=0.3
48,8.267411560308204,0.04701256800791928,pcross=0.3
49,7.728094071922783,0.06887668385733275,pcross=0.3
50,8.149553750417468,0.06423700188723717,pcross=0.3
51,8.140540882295511,0.07211055114643329,pcross=0.3
52,7.856188269478963,0.09956295257706799,pcross=0.3
53,7.856188269478963,0.08441424576515683,pcross=0.3
54,7.856188269478963,0.06041520686942461,pcross=0.3
55,7.856188269478963,0.08641380058369949,pcross=0.3
56,7.034199551717975,0.10743003250345756,pcross=0.3
57,7.034199551717975,0.09805062408676177,pcross=0.3
58,6.343590235047486,0.10617910098859616,pcross=0.3
59,6.343590235047486,0.09628106427128716,pcross=0.3
60,5.919834788092871,0.13902605483306746,pcross=0.3
61,5.919834788092871,0.12284351267985988,pcross=0.3
62,5.919834788092871,0.09876933038860412,pcross=0.3
63,5.911071879097548,0.06898435790472288,pcross=0.3
64,5.911071879097548,0.04329642756263663,pcross=0.3
65,5.838124646084367,0.037571242307057315,pcross=0.3
66,5.838124646084367,0.07088554391930227,pcross=0.3
67,5.748050780401087,0.0321518246154241,pcross=0.3
68,5.476236979427767,0.04322998643244753,pcross=0.3
69,5.476236979427767,0.0624360226248473,pcross=0.3
70,5.305868625703084,0.06072043045394555,pcross=0.3
71,5.305868625703084,0.06803646648396429,pcross=0.3
72,5.101161356480759,0.06524254526890445,pcross=0.3
73,5.101161356480759,0.04735815672197599,pcross=0.3
74,4.416455923615942,0.04461083139414035,pcross=0.3
75,5.050806742854405,0.06648456329088635,pcross=0.3
76,3.9816210239461753,0.0626597365682199,pcross=0.3
77,3.9816210239461753,0.08093433743649565,pcross=0.3
78,3.9816210239461753,0.09642166782532822,pcross=0.3
79,3.584517836091365,0.1253393052577771,pcross=0.3
80,3.584517836091365,0.117193995271595,pcross=0.3
81,3.584517836091365,0.08937013598641565,pcross=0.3
82,3.584517836091365,0.07579042408209194,pcross=0.3
83,3.584517836091365,0.0786135245027478,pcross=0.3
84,3.584517836091365,0.05722984829024661,pcross=0.3
85,3.584517836091365,0.038399797998738786,pcross=0.3
86,3.4768088179072407,0.019811586769299377,pcross=0.3
87,3.4768088179072407,0.03439650814991689,pcross=0.3
88,3.4768088179072407,0.03648988006219119,pcross=0.3
89,2.869837781475212,0.0557702744095948,pcross=0.3
90,2.869837781475212,0.04264966078726109,pcross=0.3
91,2.84827098380471,0.07523566571532032,pcross=0.3
92,2.84827098380471,0.06847093277696584,pcross=0.3
93,2.7405619656205715,0.02385818042288461,pcross=0.3
94,2.84827098380471,0.029651648175764878,pcross=0.3
95,2.7405619656205715,0.04738451376322273,pcross=0.3
96,2.7405619656205715,0.049793602650793974,pcross=0.3
97,2.7405619656205715,0.04912251746475517,pcross=0.3
98,2.7405619656205715,0.024917242506370417,pcross=0.3
99,2.7405619656205715,0.04099746480934672,pcross=0.3
0,98.90867942275243,2.649717868817601,pcross=0.4
1,101.53666881683438,2.3609908179918224,pcross=0.4
2,94.6450102946935,2.1949738799883143,pcross=0.4
3,83.95381386770119,2.0518962077283347,pcross=0.4
4,77.69898914227664,1.8850170479616835,pcross=0.4
5,74.14398204044477,1.739765541539808,pcross=0.4
6,70.79319642456663,1.6549643194178159,pcross=0.4
7,65.42020132985951,1.450796831551936,pcross=0.4
8,50.35691820928019,1.3488765310341753,pcross=0.4
9,50.35691820928019,1.270109148379553,pcross=0.4
10,39.11545382079187,1.2932967665702082,pcross=0.4
11,39.11545382079187,1.2224562814620354,pcross=0.4
12,39.11545382079187,1.1573722655532526,pcross=0.4
13,36.777779505155266,1.070000019726736,pcross=0.4
14,35.14197406221912,0.8351967024437048,pcross=0.4
15,30.74605930615128,0.6926019046834977,pcross=0.4
16,26.77257954757853,0.48098333827011747,pcross=0.4
17,26.77257954757853,0.5211798071279542,pcross=0.4
18,23.782204505290196,0.5090795902083982,pcross=0.4
19,20.133695218971553,0.48345612728384935,pcross=0.4
20,20.133695218971553,0.4685771959183078,pcross=0.4
21,20.133695218971553,0.4405030686637924,pcross=0.4
22,19.204838741512845,0.3528888936592586,pcross=0.4
23,19.204838741512845,0.3075716789790898,pcross=0.4
24,19.204838741512845,0.1454730917701901,pcross=0.4
25,18.44733773799598,0.03760281404917953,pcross=0.4
26,17.804581827934953,0.06284749894343462,pcross=0.4
27,17.804581827934953,0.052813684827116215,pcross=0.4
28,17.804581827934953,0.05599947787494073,pcross=0.4
29,17.24356233595924,0.077517883357944,pcross=0.4
30,17.24356233595924,0.05068698875800777,pcross=0.4
31,16.6008064258982,0.057496303507841115,pcross=0.4
32,16.6008064258982,0.04025502200406457,pcross=0.4
33,16.527547699048455,0.05041902097453799,pcross=0.4
34,16.502679121413962,0.0623663140683423,pcross=0.4
35,16.502679121413962,0.052022786934125195,pcross=0.4
36,16.25021712807869,0.04824891940492775,pcross=0.4
37,16.25021712807869,0.026600037654046605,pcross=0.4
38,16.249194696135802,0.0366832570795831,pcross=0.4
39,16.004742769091806,0.059617438356439255,pcross=0.4
40,16.004742769091806,0.040692866718282275,pcross=0.4
41,15.993986811527492,0.04877981081225693,pcross=0.4
42,15.847662188967746,0.0689214753098755,pcross=0.4
43,15.733649608064653,0.07226889792822734,pcross=0.4
44,15.733649608064653,0.06299311995850096,pcross=0.4
45,15.733649608064653,0.08777680859855871,pcross=0.4
46,15.639486524887388,0.0748711885713938,pcross=0.4
47,15.478441723456356,0.06928563061863616,pcross=0.4
48,15.478441723456356,0.0839200129206446,pcross=0.4
49,15.478441723456356,0.10781776167883135,pcross=0.4
50,15.368393363860235,0.08315486412014163,pcross=0.4
51,15.368393363860235,0.06748293491541406,pcross=0.4
52,15.368393363860235,0.05830204722578071,pcross=0.4
53,13.403001340789814,0.03680090768804063,pcross=0.4
54,13.403001340789814,0.04265408584079487,pcross=0.4
55,13.292952981193693,0.045091625003486145,pcross=0.4
56,13.292952981193693,0.030905754946510735,pcross=0.4
57,13.284354147979414,0.05074905361561221,pcross=0.4
58,13.174305788383293,0.052914102835688155,pcross=0.4
59,12.441465339282402,0.05446171635899429,pcross=0.4
60,12.441465339282402,0.05735132464465714,pcross=0.4
61,12.432866506068109,0.056375715378008104,pcross=0.4
62,12.432866506068109,0.0454858545494128,pcross=0.4
63,12.322818146472002,0.054361807355611844,pcross=0.4
64,12.322818146472002,0.040573362103898954,pcross=0.4
65,12.322818146472002,0.02173698455093236,pcross=0.4
66,12.284589966064374,0.06640918829566607,pcross=0.4
67,12.284589966064374,0.023100060905298796,pcross=0.4
68,12.284589966064374,0.061547935049471064,pcross=0.4
69,12.284589966064374,0.05883168658622513,pcross=0.4
70,12.284589966064374,0.040589285753348914,pcross=0.4
71,12.284589966064374,0.05526843779861987,pcross=0.4
72,12.284589966064374,0.06801101996748235,pcross=0.4
73,12.284589966064374,0.02371247934653178,pcross=0.4
74,9.275618933255373,0.044942961708643585,pcross=0.4
75,9.275618933255373,0.06251161585939914,pcross=0.4
76,9.275618933255373,0.0526879981538781,pcross=0.4
77,9.275618933255373,0.05387393232327997,pcross=0.4
78,9.275618933255373,0.09616282628996987,pcross=0.4
79,9.275618933255373,0.09901058173575408,pcross=0.4
80,9.27164806037625,0.1122495949693758,pcross=0.4
81,9.267725403797058,0.10162198790106965,pcross=0.4
82,9.267725403797058,0.047068182104654334,pcross=0.4
83,9.267725403797058,0.05573084169556849,pcross=0.4
84,9.267725403797058,0.04674207023339838,pcross=0.4
85,9.12721904036546,0.03978707213650454,pcross=0.4
86,9.12721904036546,0.027107576188717553,pcross=0.4
87,9.12721904036546,0.060389975394714024,pcross=0.4
88,9.123248167486338,0.04707281641059626,pcross=0.4
89,9.123248167486338,0.027993496443993005,pcross=0.4
90,9.123248167486338,0.04641269800120395,pcross=0.4
91,9.123248167486338,0.047219233164900724,pcross=0.4
92,9.123248167486338,0.07356217934898238,pcross=0.4
93,9.123248167486338,0.03238922781760623,pcross=0.4
94,9.123248167486338,0.05465929985113082,pcross=0.4
95,9.123248167486338,0.08511926048559194,pcross=0.4
96,9.123248167486338,0.05304873126440145,pcross=0.4
97,9.123248167486338,0.03621764227199112,pcross=0.4
98,9.123248167486338,0.03929199210700289,pcross=0.4
99,9.123248167486338,0.012053761296643616,pcross=0.4
0,71.52852744322628,2.620409628169507,pcross=0.5
1,62.5104804586112,2.3250151907432226,pcross=0.5
2,62.5104804586112,1.9780025734672952,pcross=0.5
3,52.55970645365139,1.3348504224194735,pcross=0.5
4,44.092348132387066,1.070854794760938,pcross=0.5
5,44.092348132387066,0.7901034729194826,pcross=0.5
6,42.63237273693143,0.7282582957541419,pcross=0.5
7,34.040705119645736,0.5901404433671853,pcross=0.5
8,32.979885941729734,0.3810840007192615,pcross=0.5
9,31.282978846752286,0.38364189673425636,pcross=0.5
10,30.4525682325621,0.4566544067399254,pcross=0.5
11,30.4525682325621,0.4626578374932059,pcross=0.5
12,27.595310658380043,0.42767226228615557,pcross=0.5
13,25.766530364844172,0.3254380504489225,pcross=0.5
14,20.077596708902064,0.17176359768752741,pcross=0.5
15,20.077596708902064,0.10374865235944185,pcross=0.5
16,20.077596708902064,0.1163086299408053,pcross=0.5
17,20.077596708902064,0.14244521364808335,pcross=0.5
18,19.350919259770635,0.13162584948730782,pcross=0.5
19,18.287460823040945,0.08830860592479256,pcross=0.5
20,16.38992852052982,0.04033174722100903,pcross=0.5
21,16.16567327917025,0.0397955667365695,pcross=0.5
22,15.860859097120368,0.08140344340132719,pcross=0.5
23,14.268140976659126,0.037315470274244644,pcross=0.5
24,14.268140976659126,0.042216919355982915,pcross=0.5
25,14.268140976659126,0.045690541428836974,pcross=0.5
26,13.58700572592278,0.07169405782987139,pcross=0.5
27,12.149740552206794,0.047813675515049295,pcross=0.5
28,13.49335552001314,0.05105666057872285,pcross=0.5
29,13.49335552001314,0.037597517874706714,pcross=0.5
30,12.928200561833009,0.02374626186421277,pcross=0.5
31,12.834550355923383,0.019333922054019494,pcross=0.5
32,12.834550355923383,0.04630567257610187,pcross=0.5
33,12.755182035338564,0.06814589597374651,pcross=0.5
34,12.755182035338564,0.03743675154810429,pcross=0.5
35,12.609376943214542,0.04346685542660547,pcross=0.5
36,12.609376943214542,0.05518588776611604,pcross=0.5
37,12.515726737304917,0.06833768373182803,pcross=0.5
38,11.254833109435651,0.10208092364352474,pcross=0.5
39,11.254833109435651,0.09204647807664101,pcross=0.5
40,11.254833109435651,0.0773631516449326,pcross=0.5
41,10.412453469304012,0.0657510107517085,pcross=0.5
42,10.412453469304012,0.0806911087682981,pcross=0.5
43,10.412453469304012,0.10467469847801447,pcross=0.5
44,10.412453469304012,0.09891737247717469,pcross=0.5
45,10.346627755771252,0.05266699177462974,pcross=0.5
46,10.331638507800037,0.04659778780394737,pcross=0.5
47,10.331638507800037,0.061892842171163504,pcross=0.5
48,10.331638507800037,0.055252247763237186,pcross=0.5
49,10.331638507800037,0.053281851417843654,pcross=0.5
50,10.29633034883527,0.0352882349347717,pcross=0.5
51,10.29633034883527,0.059263774854827575,pcross=0.5
52,9.91901755109427,0.05433216145360011,pcross=0.5
53,9.91901755109427,0.043844590672983304,pcross=0.5
54,9.883709392129504,0.039299640776298814,pcross=0.5
55,9.799246926985148,0.03442330171201969,pcross=0.5
56,9.799246926985148,0.028120230266594493,pcross=0.5
57,9.799246926985148,0.06636102885928324,pcross=0.5
58,9.258600945923106,0.054794624618518945,pcross=0.5
59,7.816912019665892,0.049723829500228675,pcross=0.5
60,7.816912019665892,0.08369034556867977,pcross=0.5
61,7.816912019665892,0.10733402647495169,pcross=0.5
62,7.272618534963456,0.1355044970494585,pcross=0.5
63,7.272618534963456,0.1379541436954038,pcross=0.5
64,7.272618534963456,0.12055020004135139,pcross=0.5
65,6.892651272496778,0.12332021365609912,pcross=0.5
66,6.892651272496778,0.08912611095533798,pcross=0.5
67,6.348357787794342,0.09305543281266912,pcross=0.5
68,6.348357787794342,0.10921636319674177,pcross=0.5
69,6.348357787794342,0.11547880587457617,pcross=0.5
70,6.2812823958990265,0.10890073779262117,pcross=0.5
71,6.2812823958990265,0.07661626029130528,pcross=0.5
72,6.2812823958990265,0.054557017560513656,pcross=0.5
73,6.2776348922586465,0.03285150090437831,pcross=0.5
74,6.2776348922586465,0.03372348943072934,pcross=0.5
75,6.2776348922586465,0.0747720635750478,pcross=0.5
76,6.2776348922586465,0.05688735025294124,pcross=0.5
77,6.2776348922586465,0.0412628672728862,pcross=0.5
78,6.2776348922586465,0.029665913259336676,pcross=0.5
79,6.2776348922586465,0.03685624351805353,pcross=0.5
80,6.13021853925261,0.06026338774892511,pcross=0.5
81,6.13021853925261,0.04925402869518721,pcross=0.5
82,6.13021853925261,0.04960778425671146,pcross=0.5
83,5.768647240321343,0.04858916924983466,pcross=0.5
84,5.768647240321343,0.08969503123665477,pcross=0.5
85,5.739664560396534,0.07491380468231641,pcross=0.5
86,5.621230887315306,0.09004236406828328,pcross=0.5
87,5.23067690845923,0.0944610837603743,pcross=0.5
88,5.23067690845923,0.060158359467621894,pcross=0.5
89,5.23067690845923,0.08254987534594313,pcross=0.5
90,5.23067690845923,0.04421244942120071,pcross=0.5
91,4.849123505299275,0.03946807198214145,pcross=0.5
92,4.849123505299275,0.06369877133028111,pcross=0.5
93,4.849123505299275,0.03913131503211439,pcross=0.5
94,4.818899513196769,0.031226470459558134,pcross=0.5
95,4.818899513196769,0.061701459405081246,pcross=0.5
96,4.818899513196769,0.06208121893530676,pcross=0.5
97,4.818899513196769,0.05115246827188881,pcross=0.5
98,4.818899513196769,0.08135670907825351,pcross=0.5
99,4.818899513196769,0.0479565324892382,pcross=0.5
0,105.92460383878199,2.7277519597846234,pcross=0.6
1,102.43165513696763,2.5424167534436917,pcross=0.6
2,94.42733909303664,2.2526491477765016,pcross=0.6
3,90.48720992324141,1.87556738228709,pcross=0.6
4,75.20158992527399,1.671836214309014,pcross=0.6
5,47.775999829018346,1.6136370580294366,pcross=0.6
6,47.775999829018346,1.5019117121135466,pcross=0.6
7,33.00247760903119,1.2339250229957013,pcross=0.6
8,30.775199439469006,0.8603729783935048,pcross=0.6
9,28.93232618327275,0.633684922686908,pcross=0.6
10,28.95309436151942,0.4925503996169513,pcross=0.6
11,25.607585366063404,0.38711759351667574,pcross=0.6
12,25.687608411998013,0.3163782458520649,pcross=0.6
13,24.954913365742513,0.2329674764650224,pcross=0.6
